Fold	Prediction	Truth
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	5.263157894736842e-05	0
1	0.00013699000325766126	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.010026954177897573	0
1	0.02	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.06	0
1	0.07161066903856282	0
1	2.9239766081871343e-05	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.08	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	2.7100271002710027e-05	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	5.494505494505495e-05	0
1	0.002770216556801762	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0002034840370796829	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.03033636954481816	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	8.604222244178769e-05	0
1	0.0	0
1	0.0	0
1	0.0001700403147307415	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	8.21917808219178e-05	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	1
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0002893085492580491	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.07010929205182463	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	8.54435419652811e-05	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	5.9171597633136094e-05	0
1	0.0	0
1	0.0009055679138811636	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.05	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.03	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.02	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.002770216556801762	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.02	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	2.652519893899204e-05	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.02	0
1	8.21917808219178e-05	0
1	0.02	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.010746277344528233	0
1	7.901680322177475e-05	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.02014510325406758	0
1	2.7472527472527476e-05	0
1	0.0	0
1	0.02	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.07002604166666666	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.7503379769143149	1
1	0.0	0
1	0.94	1
1	0.0	0
1	0.0	0
1	0.00011422256535742977	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.02	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.03	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.00022723506025476784	0
1	0.02	0
1	0.0	0
1	0.0	0
1	0.06	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0004261739340999181	0
1	0.03	0
1	2.9239766081871343e-05	0
1	0.0001426109643754429	0
1	0.010085002373790248	0
1	0.0	0
1	0.0008602843350790031	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0007514340101520655	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0006305472375271896	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.040943939843677175	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.02	0
1	0.0	0
1	0.0	0
1	0.00019973841484438842	0
1	0.0	0
1	0.01	0
1	8.922101449275361e-05	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	5.485381083700904e-05	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.02	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.00011543650369903288	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.010136190737759844	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.002770216556801762	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0001141304347826087	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	1.0	1
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.02	0
1	0.0	0
1	0.03	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.02	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0001494049610476509	0
1	0.00011940298507462687	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.03	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.00016819241173705743	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.000654053598062308	0
1	0.0	0
1	0.01	0
1	0.0	0
1	8.72093023255814e-05	0
1	0.0	0
1	0.0	0
1	0.02051936963766216	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.94	1
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	2.6041666666666665e-05	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.00017739488789711975	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.00043876533458872346	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.02	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.03	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0004249705601091166	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.85	1
1	0.0	0
1	0.02	0
1	0.002770216556801762	0
1	0.0	0
1	0.002770216556801762	0
1	2.7472527472527476e-05	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	5.3981991432817554e-05	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.02	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.04	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.04	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.00030480083595989547	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	2.8735632183908045e-05	0
1	0.0002770357894645975	0
1	0.0	0
1	0.07005263157894737	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.02	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	5.681818181818182e-05	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01019306613444516	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0006362582447543559	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.05	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.02	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.00022848680150310948	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.01	0
1	0.0	0
1	0.030455149612222177	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0411149677390508	0
1	0.02	0
1	0.0	0
1	0.0	0
1	0.04	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.05	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.000506384247124716	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.03	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.87	1
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0001681876227549597	0
1	0.0001950475154611621	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.04	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.010081826775375162	0
1	0.0	0
1	0.06	0
1	2.652519893899204e-05	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.02	0
1	0.01	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	2.652519893899204e-05	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	5.649717514124294e-05	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.002770216556801762	0
1	0.02	0
1	0.02	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0012356762454787513	0
1	0.002770216556801762	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.02	0
1	0.00014592621803811816	0
1	0.0	0
1	0.0005685206160053195	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	2.652519893899204e-05	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.02	0
1	0.03	0
1	0.0	0
1	2.73224043715847e-05	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.03	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.020370223355777702	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.01016748331259305	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.02	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	5.649717514124294e-05	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	5.763688760806916e-05	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.02	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.5	1
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.85	1
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.02	0
1	0.0	0
1	0.010027100271002709	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.00013744208607222307	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.02	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.00014083014688982218	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.04	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.010054945054945055	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.00019828442626674723	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.02	0
1	0.0	0
1	0.0	0
1	8.21917808219178e-05	0
1	0.03005517849406793	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.002770216556801762	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.001473322996364072	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0002573911699222752	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.002770216556801762	0
1	0.0	0
1	0.02	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.000142064591411634	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.01070156393652174	0
1	0.0	0
1	0.0	0
1	0.01	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
1	0.0	0
